"$submission_id";"$created";"Hvilke roller har du i musikkarbeidet ditt?";"Rolle i musikkproduksjon";"Din situasjon som musiker";"Hvor lang erfaring har du med musikk?";"Hvilken aldersgruppe tilhører du?";"Hovedsjangre du jobber med?.Pop";"Hovedsjangre du jobber med?.Hip hop / RnB";"Hovedsjangre du jobber med?.EDM / elektronisk";"Hovedsjangre du jobber med?.Rock / metal";"Hovedsjangre du jobber med?.Indie / alternativ";"Hovedsjangre du jobber med?.Film-/spillmusikk / mediekomposisjon";"Hovedsjangre du jobber med?.Jazz";"Hovedsjangre du jobber med?.Klassisk ";"Hovedsjangre du jobber med?.Samtidsmusikk";"Hovedsjangre du jobber med?.Annet";"Har du brukt KI i musikk?";"Hva har du brukt KI til?.Idéutvikling (melodier, akkordprogresjoner, beats, loops)";"Hva har du brukt KI til?.Tekst/lyrics";"Hva har du brukt KI til?.Lyddesign (presets, samples, sound design)";"Hva har du brukt KI til?.Mixing / Mastering";"Hva har du brukt KI til?.Markedsføring";"Hva har du brukt KI til?.Demixing";"Hva har du brukt KI til?.Transkribering";"Hva har du brukt KI til?.Vokal (KI-generert sangstemme)";"Hva har du brukt KI til?.Annet (spesifiser):";"Spesifiser hva du har brukt KI til:";"Hvorfor bruker du ikke KI?.Har ikke hatt behov";"Hvorfor bruker du ikke KI?.Vet for lite om KI-verktøy";"Hvorfor bruker du ikke KI?.Foretrekker tradisjonell arbeidsflyt";"Hvorfor bruker du ikke KI?.Stoler ikke på kvaliteten";"Hvorfor bruker du ikke KI?.Etiske eller juridiske bekymringer";"Hvorfor bruker du ikke KI?.Kostnad";"Hvorfor bruker du ikke KI?.Annet";"Hvor ofte bruker du KI i musikk?";"Jeg føler at KI-generert musikk truer min framtid som musiker.";"Jeg er bekymret for at inntektene mine vil synke på grunn av KI.";"KI-verktøy kan gjøre meg mer effektiv i arbeidet mitt.";"Jeg er nysgjerrig på å lære mer om KI-verktøy for musikk.";"KI kan ikke erstatte min kreativitet som musiker.";"Jeg ser først og fremst på KI som et nyttig verktøy, ikke som en konkurrent.";"KI-generert musikk kan være like bra som menneskeskapt musikk";"Hvor sannsynlig er det at du kommer til å bruke KI-verktøy i musikk de neste to årene?";"Hva vil du eventuelt bruke KI til framover?.Idéutvikling (melodier, beats, akkorder)";"Hva vil du eventuelt bruke KI til framover?.Arrangement / strukturering av låter";"Hva vil du eventuelt bruke KI til framover?.Lyddesign / sound design";"Hva vil du eventuelt bruke KI til framover?.Mixing / Mastering";"Hva vil du eventuelt bruke KI til framover?.Tekstarbeid / lyrics";"Hva vil du eventuelt bruke KI til framover?.Forprosjekter/skisser til kunder";"Hva vil du eventuelt bruke KI til framover?.Markedsføring";"Hva vil du eventuelt bruke KI til framover?.Transkribering";"Hva vil du eventuelt bruke KI til framover?.Vokal (KI-generert sangstemme)";"Hva vil du eventuelt bruke KI til framover?.Demixing";"Hva vil du eventuelt bruke KI til framover?.Annet";"Hva vil du eventuelt bruke KI til framover?.Ingen planer om å bruke KI";"Er det noe mer du vil legge til om KI og musikk?";"$answer_time_ms"
"40061422";"2026-01-15T01:30:01+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt uenig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Litt uenig";"Verken enig eller uenig";"Litt uenig";"Ganske sannsynlig";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"81910"
"40061450";"2026-01-15T01:37:14+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Verken enig eller uenig";"Helt uenig";"Litt enig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Litt uenig";"Svært sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Jeg ser det som en mulighet for at mafiaen, som er styrt av Uvniersal / Spotify, som er for det meste insustriell søppel; med Tiks, Staysman, Hagle, og mange felre som eks, vil utvanne og gjøre disse produktene mer overflødig. Disse , som har alt for stor markedsmakt, vil trolig tape marked, på sikt, fordi folk uten musikkunskap kan lage drittlåter. Jeg bruker AI funksjoner , selv, i CUASE, men med plugins fra Izotope.";"424560"
"40061481";"2026-01-15T02:01:01+01:00";"Musikkprodusent";"Profesjonell frilans musikkprodusent";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Helt uenig";"Helt uenig";"Helt uenig";"Litt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Verken sannsynlig eller usannsynlig";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Cool.";"1007297"
"40061521";"2026-01-15T02:55:35+01:00";"Musikkprodusent";"Jobber deltid/frilans ved siden av annet arbeid";"";"mer enn 8 år";"45–54 år";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"0";"0";"0";"0";"0";"";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Ganske sannsynlig";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"Synes mange er hysteriske motstandere.";"347175"
"40061591";"2026-01-15T04:10:13+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Min store kjærlighet i livet er den kreative prosessen. Verktøy som forsterker den kreative prosessen er en ting. Men AI er ikke bare et verktøy, den kan sørge for at vi slipper å være kreative i det hele tatt. Om skapergleden blir fratatt kunstneren, er han død. Hva er igjen av oss da? En annen side er strømmetjenester som lar innholdet bli brukt til å trene AI uten reelt samtykke fra skaperne. Om dette er tilfelle, så er det det største tyveriet i verdenshistorien.";"5988727"
"40061621";"2026-01-15T05:14:40+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"0";"0";"1";"";"Litt enig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"Utviklingen går fort, det er vanskelig å forutse hvilken retning det vil ta. Det er allerede vanskelig å skille KI-generert fra menneskeskapt musikk. I framtiden kan det antas at det fortsatt vil være et marked for live-framføringer foretatt av menneskelige musikere, men også live-konserter vil sannsynligvis i stor grad inneholde KI-elementer på mange nivåer. Utstrakt samspill mellom mennesker og KI kan forventes å kunne tilføre både økte muligheter og begrensninger for menneskelig kunstnerisk utfoldelse. Men det er ikke selvsagt at KI-utviklingen bare må få fritt spillerom; kompetent politisk, musikk- og kunstfaglig, juridisk og etisk kontroll vil være nødvendig for å forhindre at KI brukes til plagiat, svindel og overflødiggjøring av menneskelige yrkesmusikeres verdifulle kreative arbeid. KI representerer teknologisk effektivitet, ikke kunstnerisk fri kreativitet, og denne menneskelige kvaliteten trenger vern mot at en flom av industrielt perfeksjonistiske dataprodukter skal få dominere og forflate vårt menneskelige kulturliv.  KI kan være et nyttig redskap, men brukt som maktmiddel blant annet for kommersielle krefter, kan det utgjøre en betydelig samfunnstrussel.";"4013534"
"40061663";"2026-01-15T06:21:05+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI generasjon er en trussel mot menneskelig kreativitet og skaperevne. Det er også en enorm belastning på naturen og miljøet.";"119505"
"40061699";"2026-01-15T06:55:07+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt enig";"Litt enig";"Litt uenig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"";"137923"
"40061831";"2026-01-15T07:43:54+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Verken enig eller uenig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Litt uenig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"";"238176"
"40061843";"2026-01-15T07:47:48+01:00";"Utøvende musiker";"";"Annet";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"149404"
"40061859";"2026-01-15T07:52:06+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt uenig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"";"225515"
"40061927";"2026-01-15T08:02:13+01:00";"Artist";"";"Annet";"mer enn 8 år";"45–54 år";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"1";"0";"0";"1";"";"Helt uenig";"Helt uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Lite sannsynlig";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"242295"
"40061977";"2026-01-15T08:08:23+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt uenig";"Helt uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"";"153113"
"40062018";"2026-01-15T08:11:13+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI-musikk bør merkes snarest, og det bør ikke være mulig å tjene penger på KI-generert musikk. «Ideene» baserer seg på allerede skapt og utgitt musikk og stjeler fra hardtarbeidende musikere og kunstnere. Kreativitet er en gave vi mennesker har. Hvorfor skal vi erstatte den med sjelløst oppkast?";"535225"
"40062195";"2026-01-15T08:24:57+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"1";"";"Helt uenig";"Helt uenig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Litt enig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"163432"
"40062203";"2026-01-15T08:25:22+01:00";"Utøvende musiker";"";"Hobby (ingen inntekt fra musikk)";"4–7 år";"35–44 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Litt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"491959"
"40062301";"2026-01-15T08:31:22+01:00";"Hobby";"";"";"mer enn 8 år";"Under 18 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"0";"0";"1";"";"Litt uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Helt uenig";"Verken enig eller uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI blir bedre etter hvert år og det kan være litt bekymrende med tanke på at folk bruker det mere å ikke prøver å løse situasjonen dem er i selv.";"323748"
"40062530";"2026-01-15T08:38:23+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"45–54 år";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Litt enig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"117436"
"40062740";"2026-01-15T08:43:46+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"1";"";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt uenig";"Ganske sannsynlig";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"Kan være et flott verktøy å bruke i startprossesser.";"208207"
"40062872";"2026-01-15T08:48:05+01:00";"Hobby";"";"";"mer enn 8 år";"25–34 år";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt uenig";"Litt enig";"Helt enig";"Helt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Ganske sannsynlig";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"";"182542"
"40063012";"2026-01-15T08:53:24+01:00";"Hobby";"";"";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Svært sannsynlig";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"";"89348"
"40063300";"2026-01-15T09:06:20+01:00";"Musikkprodusent";"Jobber deltid/frilans ved siden av annet arbeid";"";"mer enn 8 år";"25–34 år";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"1";"1";"1";"0";"0";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt enig";"Helt enig";"Litt uenig";"Litt enig";"Helt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"300910"
"40064006";"2026-01-15T09:27:30+01:00";"Musikkprodusent";"Hobbyprodusent (ingen inntekt fra musikk)";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"0";"1";"0";"1";"1";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Svært sannsynlig";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"bruk av ki til å lage musikkvideo";"214203"
"40064156";"2026-01-15T09:32:56+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"1";"1";"1";"0";"0";"0";"";"Litt uenig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt uenig";"Verken enig eller uenig";"Litt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"114074"
"40064314";"2026-01-15T09:40:04+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"25–34 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Svært sannsynlig";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"";"241681"
"40064367";"2026-01-15T09:42:30+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Helt enig";"Litt uenig";"Helt enig";"Lite sannsynlig";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"";"111865"
"40064398";"2026-01-15T09:43:31+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"1";"0";"0";"0";"";"Helt enig";"Helt enig";"Litt uenig";"Verken enig eller uenig";"Helt enig";"Litt uenig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Det er verktøy som kommer til å bli brukt. Jeg bruker noen ganger KI til å foreslå eq kurver, men endrer dem alltid manuelt i etterkant. Dessverre er deler av KI bruken ødeleggende for menneskelig kreativitet. Idéer stjeles og stokkes om til KI oppgulp.";"214154"
"40064416";"2026-01-15T09:44:09+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Litt uenig";"Litt enig";"Litt uenig";"Ganske sannsynlig";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"131133"
"40064442";"2026-01-15T09:45:04+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Ja";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Rensing av gamle opptak - fjerning av støy";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Litt enig";"Litt uenig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Det er stor forskjell på musikk generert/framført av KI og å benytte KI-verktøy";"504629"
"40064447";"2026-01-15T09:45:10+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"Ja";"0";"1";"0";"0";"0";"0";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt enig";"Helt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"";"233424"
"40064540";"2026-01-15T09:48:47+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"1";"0";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt uenig";"Helt uenig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"212011"
"40064946";"2026-01-15T10:01:32+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"1";"0";"1";"0";"1";"";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Helt enig";"Litt uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"Bekymret rundt AI som blir trent på musikk opplastet til strømmetjenester, og at den da tr over for utøvende musikere. Det gir jo også mindre inntekter, som igjen gjør det vanskelig å fortsette med musikk.";"705712"
"40065009";"2026-01-15T10:03:49+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"18–24 år";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Litt uenig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"164067"
"40065142";"2026-01-15T10:07:35+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nysgjerrig på den, for min egen underholdnings skyld. Istedenfor å surfe på nett, eller se på tv.";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt enig";"Litt enig";"Litt enig";"Litt enig";"Helt uenig";"Helt uenig";"Helt uenig";"Ganske sannsynlig";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"498276"
"40065173";"2026-01-15T10:08:06+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1.Finne  vokaltyper som kan gjøre det letttere å finne passende vokalist 2. Bruke periodevis diskret Ki instrumenter i bakgrunn  av musikkproduksjon, men  aldri i solopartier";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Litt enig";"Litt uenig";"Ganske sannsynlig";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"Det bør tydeliggjøres på en eller annen måte når f eks 80% av en sang består av K1 ....eller det bør markeres tydelig på alle strømmetjenester. K1 er kommet for å bli, men artister,musikere  som IKKE bruker K1 i musikkutvikling, bør få mer royalties.(belønning) .";"894979"
"40065292";"2026-01-15T10:10:34+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"1";"1";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt uenig";"Litt enig";"Litt uenig";"Svært sannsynlig";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"";"250501"
"40065447";"2026-01-15T10:14:44+01:00";"Musikkprodusent";"Fast ansatt (for eksempel i studio, TV, reklame, spill, institusjon)";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"126697"
"40065740";"2026-01-15T10:18:32+01:00";"Musikkprodusent";"Jobber deltid/frilans ved siden av annet arbeid";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"1";"0";"1";"0";"1";"1";"Ja";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"162959"
